,Date,Weights,Profit,Base Profit,JACK,EAT,MCD,PZZA,HUBB,MRCY,IIN,AVX,PMD,AMS,LH,DGX,cash
67,2014-04-11,"[0.         0.25273918 0.         0.32337843 0.         0.
 0.14806422 0.         0.         0.         0.         0.27581817
 0.        ]",1.1301866412625001,1.09827659020453,0.25273918050077643,0.0,0.3233784302245323,0.0,0.0,0.14806421675115944,0.0,0.0,0.0,0.0,0.27581817252353186,0.0,0.0
68,2014-04-14,"[0.         0.255015   0.         0.32250206 0.         0.
 0.14850622 0.         0.         0.         0.         0.27397672
 0.        ]",1.1060336957761494,1.0811365672254138,0.25501499889713014,0.0,0.3225020606451557,0.0,0.0,0.1485062160024564,0.0,0.0,0.0,0.0,0.27397672445525784,0.0,0.0
69,2014-04-15,"[0.         0.25616261 0.         0.32203195 0.         0.
 0.14876376 0.         0.         0.         0.         0.27304168
 0.        ]",1.1207572977329765,1.0835211564381633,0.2561626074597566,0.0,0.32203194654490347,0.0,0.0,0.14876376165880745,0.0,0.0,0.0,0.0,0.27304168433653253,0.0,0.0
70,2014-04-16,"[0.         0.25559904 0.         0.32219408 0.         0.
 0.1485599  0.         0.         0.         0.         0.27364698
 0.        ]",1.1209834633203686,1.081832433623824,0.2555990418474868,0.0,0.32219407738594746,0.0,0.0,0.1485599040763287,0.0,0.0,0.0,0.0,0.27364697669023713,0.0,0.0
71,2014-04-17,"[0.         0.25596687 0.         0.32206751 0.         0.
 0.14869839 0.         0.         0.         0.         0.27326723
 0.        ]",1.127835290404105,1.092009898241055,0.2559668744500034,0.0,0.3220675058831653,0.0,0.0,0.14869838564003426,0.0,0.0,0.0,0.0,0.2732672340267971,0.0,0.0
72,2014-04-21,"[0.         0.25590504 0.         0.32215495 0.         0.
 0.14872864 0.         0.         0.         0.         0.27321138
 0.        ]",1.1274500789119,1.0876878029843273,0.255905039745252,0.0,0.3221549465650303,0.0,0.0,0.1487286359986413,0.0,0.0,0.0,0.0,0.27321137769107634,0.0,0.0
73,2014-04-22,"[0.         0.25642662 0.         0.32202725 0.         0.
 0.1488752  0.         0.         0.         0.         0.27267093
 0.        ]",1.1252759773854952,1.090311593791159,0.2564266229429407,0.0,0.32202724611397404,0.0,0.0,0.14887520018325745,0.0,0.0,0.0,0.0,0.27267093075982785,0.0,0.0
74,2014-04-23,"[0.         0.25582763 0.         0.32220723 0.         0.
 0.14874724 0.         0.         0.         0.         0.2732179
 0.        ]",1.1264718941596865,1.0958730141558255,0.2558276276570595,0.0,0.3222072342949159,0.0,0.0,0.14874723887977495,0.0,0.0,0.0,0.0,0.27321789916824973,0.0,0.0
75,2014-04-24,"[0.         0.25330289 0.         0.32305398 0.         0.
 0.14816137 0.         0.         0.         0.         0.27548176
 0.        ]",1.1271789334437792,1.1273661109455613,0.2533028883777478,0.0,0.32305398063139484,0.0,0.0,0.14816137088958017,0.0,0.0,0.0,0.0,0.2754817601012772,0.0,0.0
76,2014-04-25,"[0.         0.2549125  0.         0.3223399  0.         0.
 0.14850774 0.         0.         0.         0.         0.27423987
 0.        ]",1.1229718420111017,1.1243669447401528,0.25491249742225636,0.0,0.3223398980977391,0.0,0.0,0.14850773573628834,0.0,0.0,0.0,0.0,0.2742398687437163,0.0,0.0
77,2014-04-28,"[0.         0.25429446 0.         0.32264932 0.         0.
 0.14853736 0.         0.         0.         0.         0.27451886
 0.        ]",1.1138512298653556,1.1107666841898265,0.2542944592090551,0.0,0.32264931717316175,0.0,0.0,0.14853736187513725,0.0,0.0,0.0,0.0,0.27451886174264595,0.0,0.0
