,Date,Weights,Profit,Base Profit,UVV,PYX,STKL,ANDE,F,PCAR,SPAR,OSK,LH,AMS,PMD,DGX,cash
220,2014-11-18,"[0.         0.11370016 0.         0.         0.23904273 0.09662594
 0.10768117 0.         0.11017608 0.12531574 0.10565837 0.10179982
 0.        ]",0.9679539853499707,0.9765267720418401,0.11370015974144719,0.0,0.0,0.23904272841654423,0.096625935588516,0.10768117107390922,0.0,0.11017608387800663,0.12531573776664032,0.10565836701262171,0.10179981652231467,0.0,0.0
221,2014-11-19,"[0.         0.1124641  0.         0.         0.24067643 0.09571905
 0.10733341 0.         0.11035679 0.12324625 0.10707656 0.10312741
 0.        ]",0.9691756746069593,0.9813250537153325,0.1124641003486527,0.0,0.0,0.2406764292854022,0.0957190458310935,0.10733340991552957,0.0,0.11035679296908038,0.12324625003234688,0.1070765616778821,0.1031274099400126,0.0,0.0
222,2014-11-20,"[0.         0.11150319 0.         0.         0.24109611 0.09526482
 0.10666116 0.         0.11058441 0.12281241 0.10810278 0.10397513
 0.        ]",0.9691597282621103,0.9804970468514282,0.11150318549655383,0.0,0.0,0.24109611435567044,0.09526481557671845,0.10666115862197273,0.0,0.11058440978358314,0.1228124083506722,0.10810277863225731,0.10397512918257193,0.0,0.0
223,2014-11-21,"[0.         0.1112884  0.         0.         0.24102045 0.09524917
 0.10647226 0.         0.11048997 0.12281175 0.10850664 0.10416137
 0.        ]",0.9713031360445608,0.9761575934654513,0.11128839605446436,0.0,0.0,0.24102044607501907,0.0952491685257955,0.10647225545656687,0.0,0.1104899698356657,0.12281174641077608,0.10850664274307495,0.1041613748986375,0.0,0.0
224,2014-11-24,"[0.         0.1113167  0.         0.         0.24102722 0.09526803
 0.10646126 0.         0.11051791 0.12288387 0.10841591 0.1041091
 0.        ]",0.9918250766707993,0.9931930689770844,0.1113166958494733,0.0,0.0,0.24102722103453714,0.09526803206397856,0.10646125926492592,0.0,0.11051791346960399,0.12288386915772888,0.10841590973118753,0.10410909942856475,0.0,0.0
225,2014-11-25,"[0.         0.11126208 0.         0.         0.2408871  0.09530158
 0.10638538 0.         0.11040327 0.12291872 0.10867457 0.1041673
 0.        ]",0.9822983936517535,0.9843847734190709,0.11126208218398492,0.0,0.0,0.24088710296810914,0.09530158025076062,0.1063853783340834,0.0,0.11040326755037129,0.12291872053116878,0.10867457083164175,0.10416729734988012,0.0,0.0
226,2014-11-26,"[0.         0.11115613 0.         0.         0.24105817 0.09514553
 0.10637735 0.         0.11053524 0.12270935 0.10863566 0.10438257
 0.        ]",0.9848420502138057,0.9881536904365091,0.1111561262410751,0.0,0.0,0.241058165673891,0.0951455323014729,0.10637735151194644,0.0,0.11053524100853579,0.12270935403193532,0.10863565550444274,0.10438257372670078,0.0,0.0
227,2014-11-28,"[0.         0.11123546 0.         0.         0.2411269  0.09517018
 0.10642901 0.         0.11054441 0.12265814 0.108534   0.1043019
 0.        ]",0.979436198783072,0.9796902851176832,0.11123546224417924,0.0,0.0,0.24112689763639092,0.0951701820505654,0.10642901011202374,0.0,0.11054441332237487,0.12265814368965323,0.10853399546822289,0.10430189547658972,0.0,0.0
228,2014-12-01,"[0.         0.11111313 0.         0.         0.24110726 0.09510987
 0.10636439 0.         0.11052465 0.12260089 0.10870437 0.10447544
 0.        ]",0.9798439289492199,0.9816336978514784,0.11111312994020577,0.0,0.0,0.24110726454066292,0.09510986933342828,0.10636438915433419,0.0,0.11052464597178423,0.1226008853377184,0.10870437118694545,0.10447544453492065,0.0,0.0
229,2014-12-02,"[0.         0.11115632 0.         0.         0.24107198 0.09514184
 0.10639654 0.         0.11046022 0.12255211 0.10874369 0.10447729
 0.        ]",0.9703723976831351,0.9753626516850001,0.11115632442865908,0.0,0.0,0.2410719827391514,0.09514183521946565,0.10639653843697167,0.0,0.11046022318615306,0.12255211344601485,0.10874369112901583,0.10447729141456837,0.0,0.0
230,2014-12-03,"[0.         0.11121187 0.         0.         0.24108243 0.09517416
 0.10643074 0.         0.11043389 0.12248452 0.1087444  0.10443799
 0.        ]",0.9702232365611416,0.9746369663818523,0.11121186671349088,0.0,0.0,0.2410824344157132,0.0951741569011683,0.10643073720551771,0.0,0.11043388862003428,0.12248452027046577,0.10874440148580371,0.1044379943878062,0.0,0.0
231,2014-12-04,"[0.         0.11112014 0.         0.         0.24110868 0.09508213
 0.10641347 0.         0.11048755 0.12250131 0.10872402 0.1045627
 0.        ]",0.978880342159057,0.9820559013742965,0.11112014391840642,0.0,0.0,0.2411086843509508,0.09508212836116302,0.10641347452242876,0.0,0.11048754959874671,0.12250130772179363,0.10872401599827147,0.10456269552823921,0.0,0.0
232,2014-12-05,"[0.         0.1107888  0.         0.         0.24110344 0.09485877
 0.10630797 0.         0.11050148 0.12236253 0.10910423 0.10497277
 0.        ]",0.9905720822325654,0.9900914361694226,0.11078880142182683,0.0,0.0,0.2411034359662538,0.09485877397789325,0.10630797038149242,0.0,0.11050148093822282,0.12236252943909379,0.10910423317072188,0.10497277470449529,0.0,0.0
233,2014-12-08,"[0.         0.11096217 0.         0.         0.2412898  0.09487158
 0.10645954 0.         0.11063076 0.12233038 0.10865668 0.10479909
 0.        ]",0.9822896131379343,0.9820333834577062,0.11096216768085544,0.0,0.0,0.2412897979632705,0.09487157921757208,0.10645953610712916,0.0,0.11063076308795831,0.1223303826868587,0.10865668101557767,0.10479909224077824,0.0,0.0
234,2014-12-09,"[0.         0.11062696 0.         0.         0.24124004 0.09468493
 0.10630849 0.         0.11062336 0.12228092 0.10902963 0.10520567
 0.        ]",0.9723805503512497,0.9753715871911149,0.11062695584513468,0.0,0.0,0.24124003908565933,0.09468493037108268,0.10630849350838975,0.0,0.1106233619324827,0.12228091919683604,0.10902963103587418,0.10520566902454057,0.0,0.0
