,Date,Weights,Profit,Base Profit,LAWS,KAMN,WLFC,HDSN,XLNX,MXIM,KOPN,INTC,NBIX,BCRX,TTNP,TECH,cash
15,2014-01-28,"[0.         0.         0.12186075 0.23303879 0.12483983 0.
 0.         0.23541624 0.1631554  0.         0.         0.12168899
 0.        ]",1.0135911532493118,1.1161119861421607,0.0,0.12186075320562453,0.23303878898047234,0.12483982812880698,0.0,0.0,0.2354162365700422,0.16315540478287494,0.0,0.0,0.12168898833217899,0.0,0.0
16,2014-01-29,"[0.         0.         0.12131146 0.23272939 0.12537103 0.
 0.         0.23514796 0.1632345  0.         0.         0.12220566
 0.        ]",0.9949377594521046,1.087719531669586,0.0,0.12131146046735514,0.23272939494567077,0.12537103107716727,0.0,0.0,0.2351479582293448,0.16323449569893855,0.0,0.0,0.1222056595815234,0.0,0.0
17,2014-01-30,"[0.         0.         0.12033061 0.23226446 0.12576155 0.
 0.         0.23454492 0.16356213 0.         0.         0.12353634
 0.        ]",0.9924636415096753,1.0859306112154687,0.0,0.12033060787067683,0.23226445690672295,0.1257615461841,0.0,0.0,0.23454491884642756,0.16356213318961674,0.0,0.0,0.12353633700245602,0.0,0.0
18,2014-01-31,"[0.         0.         0.12061618 0.23211623 0.12589732 0.
 0.         0.23400839 0.16406628 0.         0.         0.12329559
 0.        ]",0.9950233789359016,1.0906628233656583,0.0,0.12061618480885344,0.2321162316197381,0.12589732208872023,0.0,0.0,0.23400839281959865,0.1640662770316072,0.0,0.0,0.12329559163148218,0.0,0.0
19,2014-02-03,"[0.         0.         0.12025059 0.23200979 0.12591223 0.
 0.         0.23390046 0.16420517 0.         0.         0.12372176
 0.        ]",0.9867910082479892,1.0830139170457846,0.0,0.12025059213035078,0.23200978675434983,0.12591222954456174,0.0,0.0,0.23390045836954082,0.16420517380719682,0.0,0.0,0.12372175939399996,0.0,0.0
20,2014-02-04,"[0.         0.         0.12062817 0.23200082 0.12610264 0.
 0.         0.23337363 0.16443324 0.         0.         0.12346149
 0.        ]",0.9836427435447284,1.0827191571711274,0.0,0.12062817227987803,0.2320008243497507,0.12610264156949766,0.0,0.0,0.2333736282868947,0.16443324165349152,0.0,0.0,0.12346149186048731,0.0,0.0
21,2014-02-05,"[0.         0.         0.12060523 0.23148641 0.12658917 0.
 0.         0.2322481  0.16529574 0.         0.         0.12377535
 0.        ]",0.9607157629399039,1.0585836769355168,0.0,0.12060523335307186,0.2314864071180861,0.12658917144860626,0.0,0.0,0.2322480996701651,0.16529573954465698,0.0,0.0,0.1237753488654138,0.0,0.0
22,2014-02-06,"[0.         0.         0.12081942 0.23156409 0.12645728 0.
 0.         0.23247329 0.16522113 0.         0.         0.12346479
 0.        ]",0.9615781798194373,1.0602342327729928,0.0,0.1208194181190477,0.23156408877361725,0.12645728394557385,0.0,0.0,0.23247328823844457,0.16522112860435686,0.0,0.0,0.12346479231895968,0.0,0.0
23,2014-02-07,"[0.         0.         0.12178747 0.23193945 0.12627028 0.
 0.         0.23242012 0.16510287 0.         0.         0.12247981
 0.        ]",0.9524600665706119,1.0515053890628052,0.0,0.12178747463263875,0.23193945087065973,0.12627027991765627,0.0,0.0,0.23242011819078892,0.16510286820347722,0.0,0.0,0.12247980818477913,0.0,0.0
24,2014-02-10,"[0.         0.         0.12132523 0.23209115 0.12588941 0.
 0.         0.23325866 0.16462761 0.         0.         0.12280793
 0.        ]",0.9752748398592077,1.0567082164387143,0.0,0.12132523161503567,0.23209115498295083,0.12588940900556403,0.0,0.0,0.23325866238006146,0.16462761070018037,0.0,0.0,0.12280793131620762,0.0,0.0
25,2014-02-11,"[0.         0.         0.12104816 0.23197792 0.1263343  0.
 0.         0.2328866  0.16486033 0.         0.         0.12289269
 0.        ]",0.9648667498705648,1.0673951882663932,0.0,0.121048164950429,0.2319779212069188,0.12633429927561285,0.0,0.0,0.2328866000884954,0.16486032785535315,0.0,0.0,0.12289268662319083,0.0,0.0
26,2014-02-12,"[0.         0.         0.12128773 0.23237036 0.12612929 0.
 0.         0.23328584 0.16418823 0.         0.         0.12273855
 0.        ]",0.984042224650667,1.073996575936733,0.0,0.12128773212963824,0.23237036106192216,0.12612928726721895,0.0,0.0,0.23328584120507254,0.16418823004588054,0.0,0.0,0.12273854829026758,0.0,0.0
27,2014-02-13,"[0.         0.         0.12190329 0.2329666  0.12558984 0.
 0.         0.23029972 0.16674517 0.         0.         0.12249538
 0.        ]",0.985506448833475,1.0774086367330011,0.0,0.12190328911157763,0.23296660422781312,0.12558983813718025,0.0,0.0,0.23029972091527104,0.1667451707855639,0.0,0.0,0.12249537682259397,0.0,0.0
28,2014-02-14,"[0.         0.         0.12187912 0.23325911 0.12551785 0.
 0.         0.22994393 0.16686549 0.         0.         0.1225345
 0.        ]",0.9788227808975428,1.0786430422179876,0.0,0.12187911610475968,0.23325911034898333,0.12551784986039968,0.0,0.0,0.22994392882962042,0.1668654915827125,0.0,0.0,0.12253450327352451,0.0,0.0
