,Date,Weights,Profit,Base Profit,KAMN,LAWS,WLFC,HDSN,BCRX,TTNP,TECH,NBIX,SUP,STRT,DORM,MOD,cash
1388,2019-07-12,"[0.         0.         0.09764019 0.13205032 0.         0.20807111
 0.17446443 0.         0.14351018 0.         0.07380266 0.07056207
 0.09989904]",2.1784328548579897,1.8007502708663625,0.0,0.0976401944015821,0.13205032267556424,0.0,0.20807110635710524,0.1744644297426677,0.0,0.14351017843471597,0.0,0.0738026565079436,0.0705620688687653,0.09989904301165582,0.0
1389,2019-07-15,"[0.         0.         0.09772808 0.13177181 0.         0.20824144
 0.17471655 0.         0.14362392 0.         0.07411042 0.07035571
 0.09945207]",2.1538741165129047,1.7783834746840155,0.0,0.09772807984300558,0.1317718065665666,0.0,0.20824143607268647,0.1747165511847042,0.0,0.14362392094337992,0.0,0.07411042469320821,0.07035570589237064,0.09945207480407846,0.0
1390,2019-07-16,"[0.         0.         0.09791704 0.13175195 0.         0.2080184
 0.17466219 0.         0.14357735 0.         0.0739692  0.07060908
 0.09949478]",2.165624687354974,1.7921903067357194,0.0,0.0979170357208686,0.13175195258054553,0.0,0.2080184021325691,0.1746621949952934,0.0,0.14357735001058095,0.0,0.07396919877469653,0.07060908478923308,0.099494780996213,0.0
1391,2019-07-17,"[0.         0.         0.09785645 0.13206212 0.         0.20779522
 0.17471827 0.         0.14310871 0.         0.07374187 0.07074892
 0.09996845]",2.1132353658984053,1.7771108260381712,0.0,0.09785645388269208,0.13206211811188248,0.0,0.2077952194699633,0.17471826578165187,0.0,0.14310871388240043,0.0,0.07374186690801349,0.07074891501781087,0.0999684469455856,0.0
1392,2019-07-18,"[0.         0.         0.09791914 0.13178836 0.         0.20780841
 0.17470685 0.         0.14332632 0.         0.07387369 0.07071273
 0.09986449]",2.1335601564799407,1.792481645035741,0.0,0.09791914368716012,0.13178835669340344,0.0,0.2078084112738419,0.17470685402404115,0.0,0.14332632480383145,0.0,0.0738736920952366,0.07071272501063353,0.09986449241185177,0.0
1393,2019-07-19,"[0.         0.         0.09786028 0.13184663 0.         0.20813648
 0.1749721  0.         0.14302817 0.         0.07423443 0.07031111
 0.0996108 ]",2.132471327050116,1.7912628110120756,0.0,0.09786028156549564,0.1318466273905426,0.0,0.20813648383727468,0.174972095119933,0.0,0.14302817432707846,0.0,0.07423443194435632,0.0703111066531184,0.0996107991622009,0.0
1394,2019-07-22,"[0.         0.         0.09780369 0.13172842 0.         0.20809333
 0.17518953 0.         0.14287106 0.         0.07429969 0.07029929
 0.09971499]",2.1381117788644186,1.8049098334754565,0.0,0.09780368994919364,0.13172842124522832,0.0,0.2080933317187546,0.17518953341846466,0.0,0.14287105709164852,0.0,0.07429969383490702,0.07029928616212376,0.0997149865796795,0.0
1395,2019-07-23,"[0.         0.         0.0979345  0.13160575 0.         0.20846072
 0.17477849 0.         0.14353831 0.         0.07446887 0.07017665
 0.09903671]",2.1261101580188035,1.7777403486387753,0.0,0.09793449534941681,0.13160575440573996,0.0,0.20846071735398317,0.17477849061045067,0.0,0.14353831256668897,0.0,0.07446886712109405,0.07017665056027426,0.09903671203235206,0.0
1396,2019-07-24,"[0.         0.         0.09793264 0.13158326 0.         0.20842535
 0.17494558 0.         0.14327985 0.         0.07454817 0.07011829
 0.09916686]",2.1175479738143324,1.7939249650033755,0.0,0.09793264210940186,0.13158325851252511,0.0,0.2084253541203506,0.17494558360455678,0.0,0.14327984843852984,0.0,0.07454816811738907,0.07011828630882623,0.09916685878842053,0.0
1397,2019-07-25,"[0.         0.         0.09819493 0.13170487 0.         0.20839023
 0.17469737 0.         0.14335005 0.         0.07451064 0.07024685
 0.09890505]",2.086472349674892,1.7866034612862733,0.0,0.09819493303839888,0.13170487034485348,0.0,0.2083902343557256,0.17469736936928995,0.0,0.143350046671089,0.0,0.07451064392057852,0.07024684986160841,0.09890505243845614,0.0
