,Date,Weights,Profit,Base Profit,AMS,PMD,LH,DGX,WLFC,KAMN,LAWS,HDSN,JNJ,BMY,PFE,ABT,cash
10,2014-01-21,"[0.         0.         0.         0.10742986 0.13544394 0.23223555
 0.         0.         0.         0.08952271 0.10394635 0.15325972
 0.17816187]",1.0288042797307624,1.0415014813546923,0.0,0.0,0.10742986005877941,0.13544394109740224,0.23223554777782382,0.0,0.0,0.0,0.0895227124181477,0.10394634885520761,0.15325971936613939,0.17816187042649997,0.0
11,2014-01-22,"[0.         0.         0.         0.10740473 0.13547467 0.23223509
 0.         0.         0.         0.08954101 0.1039327  0.15326167
 0.17815013]",1.0305831282685858,1.0431003039026905,0.0,0.0,0.10740472686466253,0.13547467009459324,0.23223509315919189,0.0,0.0,0.0,0.08954101356963538,0.10393270356917257,0.15326166671744126,0.17815012602530314,0.0
12,2014-01-23,"[0.         0.         0.         0.10747703 0.13541648 0.23221819
 0.         0.         0.         0.08950883 0.1039394  0.15323067
 0.17820939]",1.0236454139107938,1.043917943953227,0.0,0.0,0.1074770346862941,0.1354164849991427,0.23221818710008835,0.0,0.0,0.0,0.08950883042958177,0.10393939931951456,0.15323067370164933,0.1782093897637292,0.0
13,2014-01-24,"[0.         0.         0.         0.10765915 0.13538584 0.23211604
 0.         0.         0.         0.08954783 0.10385383 0.1531275
 0.1783098 ]",1.015703594708469,1.0433916184825982,0.0,0.0,0.1076591488368851,0.13538584309818494,0.2321160441133239,0.0,0.0,0.0,0.08954783203638923,0.10385382991493378,0.15312749756511732,0.17830980443516561,0.0
14,2014-01-27,"[0.         0.         0.         0.10771701 0.13538386 0.23207875
 0.         0.         0.         0.08953072 0.10384526 0.15310975
 0.17833465]",1.010433650069311,1.0383742250050876,0.0,0.0,0.10771701208142176,0.13538386463512736,0.23207875067614217,0.0,0.0,0.0,0.08953071507324047,0.10384526179406507,0.15310974546669726,0.17833465027330603,0.0
15,2014-01-28,"[0.         0.         0.         0.1077574  0.13525305 0.2321037
 0.         0.         0.         0.08953831 0.10381451 0.15305675
 0.17847627]",0.9897206090819166,1.0220204122346936,0.0,0.0,0.10775740265050092,0.1352530508297802,0.23210370389036863,0.0,0.0,0.0,0.08953830943660572,0.10381451133798737,0.15305674730337193,0.17847627455138523,0.0
16,2014-01-29,"[0.         0.         0.         0.10772669 0.13522008 0.2321248
 0.         0.         0.         0.08954909 0.10380837 0.15305628
 0.17851469]",0.9803724415260361,1.0187711022101493,0.0,0.0,0.10772669230809052,0.13522007890607546,0.23212480096944207,0.0,0.0,0.0,0.08954908749133993,0.1038083722308162,0.1530562828537684,0.17851468524046737,0.0
17,2014-01-30,"[0.         0.         0.         0.10767187 0.13538994 0.23207793
 0.         0.         0.         0.08949498 0.10387286 0.15315056
 0.17834187]",0.9852784302392004,1.0127774710634603,0.0,0.0,0.10767186506438609,0.13538993709887692,0.23207792734226754,0.0,0.0,0.0,0.08949498470378926,0.10387285841449743,0.15315056060231366,0.17834186677386915,0.0
18,2014-01-31,"[0.         0.         0.         0.1076058  0.13529785 0.23210955
 0.         0.         0.         0.08945388 0.10394312 0.15316057
 0.17842923]",0.9921037899020126,1.0187742178354762,0.0,0.0,0.10760580244711264,0.1352978483834629,0.23210954511928972,0.0,0.0,0.0,0.08945388389584712,0.10394311844679502,0.1531605717897219,0.17842922991777083,0.0
19,2014-02-03,"[0.         0.         0.         0.10761699 0.13533418 0.23211709
 0.         0.         0.         0.08943479 0.10394629 0.15318599
 0.17836467]",0.9834390694727615,1.0093610180033525,0.0,0.0,0.10761698994568783,0.13533417561389113,0.2321170921072138,0.0,0.0,0.0,0.089434791094478,0.10394628939708934,0.15318598926128174,0.17836467258035818,0.0
20,2014-02-04,"[0.         0.         0.         0.10755326 0.13537707 0.2321516
 0.         0.         0.         0.08942134 0.10396712 0.15324254
 0.17828706]",0.9901467202423967,1.010579894949125,0.0,0.0,0.10755326063409149,0.13537707298857618,0.23215160314116912,0.0,0.0,0.0,0.08942134427436126,0.10396711717410628,0.1532425368809716,0.1782870649067239,0.0
21,2014-02-05,"[0.         0.         0.         0.10764363 0.13534452 0.23211986
 0.         0.         0.         0.08938062 0.10396713 0.15323
 0.17831424]",0.9786130943120788,0.9922395901484323,0.0,0.0,0.10764362834150279,0.13534452150040244,0.23211985870977012,0.0,0.0,0.0,0.08938062424597067,0.10396713054788904,0.1532300004545991,0.17831423619986583,0.0
22,2014-02-06,"[0.         0.         0.         0.10751948 0.13542485 0.23214002
 0.         0.         0.         0.08929977 0.10407549 0.15333818
 0.17820223]",0.9777830784045077,1.0028332711081938,0.0,0.0,0.10751947870561458,0.1354248480143751,0.2321400151279356,0.0,0.0,0.0,0.08929976659392096,0.1040754851257104,0.1533381765287532,0.17820222990369022,0.0
23,2014-02-07,"[0.         0.         0.         0.10744144 0.1354874  0.23216749
 0.         0.         0.         0.08934175 0.10405635 0.15336579
 0.17813978]",0.981169185621765,0.9954997487779125,0.0,0.0,0.10744144203205248,0.1354873988108285,0.23216749462563732,0.0,0.0,0.0,0.08934175056255088,0.10405634696631848,0.15336578633644699,0.17813978066616545,0.0
24,2014-02-10,"[0.         0.         0.         0.10761795 0.13548586 0.23212243
 0.         0.         0.         0.08942363 0.10391975 0.15327195
 0.17815842]",0.9872373817830494,1.0068342135143078,0.0,0.0,0.10761795402231951,0.13548586269015006,0.23212243310354505,0.0,0.0,0.0,0.08942363202405734,0.10391974717733993,0.15327194812775852,0.1781584228548295,0.0
25,2014-02-11,"[0.         0.         0.         0.10770243 0.1355055  0.23208871
 0.         0.         0.         0.0894578  0.10386582 0.1532316
 0.17814814]",0.9991597369104257,1.0172829805171861,0.0,0.0,0.10770243439266868,0.13550549860541614,0.23208870586593983,0.0,0.0,0.0,0.0894578008174726,0.10386581891143042,0.15323159883916754,0.1781481425679048,0.0
26,2014-02-12,"[0.         0.         0.         0.10779485 0.1356168  0.23200794
 0.         0.         0.         0.08949595 0.10380879 0.15320594
 0.17806972]",1.0149219191398673,1.0253611788888675,0.0,0.0,0.10779485128365719,0.13561680199826656,0.23200794243686196,0.0,0.0,0.0,0.08949595142611856,0.10380878769984368,0.15320594241763516,0.17806972273761693,0.0
27,2014-02-13,"[0.         0.         0.         0.10787633 0.13547193 0.23203571
 0.         0.         0.         0.08954394 0.10375475 0.15310677
 0.17821056]",1.0260969084789355,1.032898361244516,0.0,0.0,0.10787633262751158,0.1354719308705195,0.23203571224812022,0.0,0.0,0.0,0.08954394057225872,0.10375474889416374,0.15310677177005358,0.17821056301737254,0.0
28,2014-02-14,"[0.         0.         0.         0.10786053 0.13539151 0.2320809
 0.         0.         0.         0.08953468 0.10376613 0.15309205
 0.1782742 ]",1.016007107506042,1.0331136063601227,0.0,0.0,0.10786052655816966,0.1353915104212195,0.2320809004146012,0.0,0.0,0.0,0.08953467807677785,0.10376612836072133,0.1530920549985137,0.17827420116999682,0.0
29,2014-02-18,"[0.         0.         0.         0.10816075 0.13504685 0.23209948
 0.         0.         0.         0.08957556 0.10364278 0.15287531
 0.17859927]",1.0271779545501045,1.04898784959702,0.0,0.0,0.10816074653227008,0.13504685352435158,0.2320994831659454,0.0,0.0,0.0,0.08957556383590606,0.10364277553279563,0.15287530977681393,0.1785992676319173,0.0
30,2014-02-19,"[0.         0.         0.         0.10830151 0.13484513 0.23210985
 0.         0.         0.         0.08958041 0.10360588 0.15274583
 0.17881139]",1.031656986873188,1.0483622107857429,0.0,0.0,0.10830151069061256,0.1348451330797263,0.23210984754690767,0.0,0.0,0.0,0.08958041242532934,0.1036058826366889,0.15274582751662702,0.17881138610410818,0.0
31,2014-02-20,"[0.         0.         0.         0.10820049 0.1348889  0.23213796
 0.         0.         0.         0.08954523 0.10366708 0.15279947
 0.17876087]",1.0335950873819408,1.0457750870537363,0.0,0.0,0.10820048990809729,0.13488889910658794,0.23213795619789046,0.0,0.0,0.0,0.08954523299992308,0.10366707884624923,0.15279947410474767,0.17876086883650433,0.0
32,2014-02-21,"[0.         0.         0.         0.10819938 0.13482188 0.23217169
 0.         0.         0.         0.08955242 0.10365253 0.15277814
 0.17882395]",1.026753753214753,1.0443414335303738,0.0,0.0,0.10819938355397077,0.13482188278989526,0.23217169042967006,0.0,0.0,0.0,0.08955242043835973,0.10365252823565832,0.15277813967553255,0.17882395487691333,0.0
